fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
-0.17374608106554423,-1.2981861618347996,-1.9289662566015457,5.176280827444157,-7.464957087855192,2.3612504584090583,-0.47592481153544475,2.944258269714141,3.291714248706652,5.027059795100125,-1.6304096901877225,2
1.7274021288165935,-0.17393773874369078,2.370758872371116,2.8996584477242124,-1.2971985676709579,-0.8837511247839952,1.4022612537480246,-0.4348120767566266,-0.9391131409405298,0.2557937916486437,-0.5600501522586482,1
-3.230895294658893,-1.0658713984522874,-0.5350137402625994,0.39935299129756213,1.9162343488946227,-1.1818728061274806,0.5966479047345142,0.2244242904117817,3.5752881976290847,0.8404524382019584,-0.6287128358350111,0
-1.7335196467752905,0.42031452039857164,-2.3456453883476627,-0.6609743695147432,-4.965775681189669,1.1530648340720961,-0.673258454789669,1.14065840688925,0.2671200188151732,1.2848156210152808,-3.4654676917368965,0
1.933403948956752,-0.841735362811545,1.3338241253921037,2.2729974095123717,-0.12779786638517965,0.576858990801999,-0.3774404902857792,-1.4433329805492143,-0.07047567822485346,1.705633209634636,0.9314618774300156,0
-0.9029816909022248,0.7337350253057282,2.603170769243525,2.191632567368287,4.016544887557544,-1.0605353915207494,0.8108187237344604,-0.9192539699437651,3.2450762637090493,-0.986273443084533,1.856286170411073,0
1.814303679056863,-1.9240551049474337,3.1935518323471612,0.49091813660973366,3.7968907342320537,-2.543082315752122,0.10819550851496382,-2.969613960239551,-1.7780945011523395,0.9945926783972402,1.731070044699219,0
-0.5808525331921632,-0.5532566640953349,2.558902662359176,5.378395141226043,1.5712429910280887,-1.0969289264760342,-0.6684349334331847,1.0461166770146018,2.441637718555142,-3.138672363635014,-1.2821896227819867,1
-0.9532484609841511,-1.6670778332834806,-2.929496188709683,-4.010508154748697,-0.612024507255602,1.041821072433602,-1.9277552593431986,-0.5041047763574162,-0.6558071209751353,3.653559893763319,1.038688494351779,0
3.176260604410334,-2.086528643277707,-0.763520863613883,0.550918290017238,4.475410913073713,-2.0142466339538605,-1.4344157588479596,-0.18210734240942406,-1.7842133082685958,-1.5402345603917056,0.938017302741456,1
1.0796145775642136,1.4573373788652266,0.08617607166430885,-0.12917659372815118,1.0552856319507824,0.49408523591501563,1.2681354929902422,-2.3684117043496373,1.4835606451586465,2.231593287546722,1.321944694534344,0
-0.8548616304446313,-2.2274922757096594,1.8931273027050088,0.35731210577252787,2.646824148930928,-1.6715982461399188,-0.6002257301105709,-0.4232592771824044,0.3585495990309203,1.0268570517941553,1.929767284309654,0
-0.4843263669049642,1.3956476167907714,-0.3858058050204135,0.33596282973431135,-2.8760465928058387,0.1828263781428625,0.9607839913137912,0.7910176887334016,1.0380273700164713,1.5998286767226249,-0.6199041364265537,2
